Time,<fPistonPosition_G_OPCfPistonPosition>,<fSpoolPosition_G_OPCfSpoolPosition>
27.31 sec,0.015343111258308,-1
27.311 sec,0.015343111258308,-1
27.312 sec,0.015343111258308,-1
27.313 sec,0.0153115759335591,-1
27.314 sec,0.0152800416514579,-1
27.315 sec,0.0152485084122124,-1
27.316 sec,0.0152485084122124,-1
27.317 sec,0.0152800416514579,-1
27.318 sec,0.0152800416514579,-1
27.319 sec,0.0153115759335591,-1
27.32 sec,0.0153115759335591,-1
27.321 sec,0.0152800416514579,-1
27.322 sec,0.0152485084122124,-1
27.323 sec,0.0152169762160309,-1
27.324 sec,0.0152169762160309,-1
27.325 sec,0.0152169762160309,-1
27.326 sec,0.0152800416514579,-1
27.327 sec,0.0152800416514579,-1
27.328 sec,0.0153115759335591,-1
27.329 sec,0.0153115759335591,-1
27.33 sec,0.0152800416514579,-1
27.331 sec,0.0152800416514579,-1
27.332 sec,0.0152800416514579,-1
27.333 sec,0.0152800416514579,-1
27.334 sec,0.0152800416514579,-1
27.335 sec,0.0152800416514579,-1
27.336 sec,0.0152800416514579,-1
27.337 sec,0.0153115759335591,-1
27.338 sec,0.0153115759335591,-1
27.339 sec,0.0153115759335591,-1
27.34 sec,0.0152800416514579,-1
27.341 sec,0.0152485084122124,-1
27.342 sec,0.0152800416514579,-1
27.343 sec,0.0153115759335591,-1
27.344 sec,0.015343111258308,-1
27.345 sec,0.0153115759335591,-1
27.346 sec,0.0153115759335591,-1
27.347 sec,0.0152800416514579,-1
27.348 sec,0.0152800416514579,-1
27.349 sec,0.0152169762160309,-1
27.35 sec,0.0152169762160309,-1
27.351 sec,0.0151223858879508,-1
27.352 sec,0.015153914953692,-1
27.353 sec,0.0152485084122124,-1
27.354 sec,0.0152800416514579,-1
27.355 sec,0.0152800416514579,-1
27.356 sec,0.0152485084122124,-1
27.357 sec,0.0152485084122124,-1
27.358 sec,0.0152485084122124,-1
27.359 sec,0.0152485084122124,-1
27.36 sec,0.0152800416514579,-1
27.361 sec,0.0153115759335591,-1
27.362 sec,0.0152485084122124,-1
27.363 sec,0.0152800416514579,-1
27.364 sec,0.0152800416514579,-1
27.365 sec,0.0152800416514579,-1
27.366 sec,0.0152485084122124,-1
27.367 sec,0.0152800416514579,-1
27.368 sec,0.0152800416514579,-1
27.369 sec,0.0152800416514579,-1
27.37 sec,0.0153115759335591,-1
27.371 sec,0.0153115759335591,-1
27.372 sec,0.0153115759335591,-1
27.373 sec,0.0153115759335591,-1
27.374 sec,0.0152800416514579,-1
27.375 sec,0.0152800416514579,-1
27.376 sec,0.0152800416514579,-1
27.377 sec,0.0153115759335591,-1
27.378 sec,0.0152800416514579,-1
27.379 sec,0.0153115759335591,-1
27.38 sec,0.0152800416514579,-1
27.381 sec,0.0152800416514579,-1
27.382 sec,0.0152800416514579,-1
27.383 sec,0.0152485084122124,-1
27.384 sec,0.0152485084122124,-1
27.385 sec,0.0152169762160309,-1
27.386 sec,0.0152169762160309,-1
27.387 sec,0.0152485084122124,-1
27.388 sec,0.0152800416514579,-1
27.389 sec,0.0152800416514579,-1
27.39 sec,0.0152800416514579,-1
27.391 sec,0.0152485084122124,-1
27.392 sec,0.0152800416514579,-1
27.393 sec,0.0152485084122124,-1
27.394 sec,0.015153914953692,-1
27.395 sec,0.0151223858879508,-1
27.396 sec,0.015153914953692,-1
27.397 sec,0.0152800416514579,-1
27.398 sec,0.0152800416514579,-1
27.399 sec,0.0152800416514579,-1
27.4 sec,0.0152485084122124,-1
27.401 sec,0.0152485084122124,-1
27.402 sec,0.0152800416514579,-1
27.403 sec,0.0152800416514579,-1
27.404 sec,0.0152800416514579,-1
27.405 sec,0.0153115759335591,-1
27.406 sec,0.0152800416514579,-1
27.407 sec,0.0153115759335591,-1
27.408 sec,0.0153115759335591,-1
27.409 sec,0.0153115759335591,-1
27.41 sec,0.0152800416514579,-1
27.411 sec,0.0152800416514579,-1
27.412 sec,0.0152485084122124,-1
27.413 sec,0.0152485084122124,-1
27.414 sec,0.0152169762160309,-1
27.415 sec,0.0152169762160309,-1
27.416 sec,0.0152169762160309,-1
27.417 sec,0.0152169762160309,-1
27.418 sec,0.0152485084122124,-1
27.419 sec,0.0152485084122124,-1
27.42 sec,0.0152800416514579,-1
27.421 sec,0.0152800416514579,-1
27.422 sec,0.0153115759335591,-1
27.423 sec,0.015343111258308,-1
27.424 sec,0.015343111258308,-1
27.425 sec,0.0152800416514579,-1
27.426 sec,0.0152485084122124,-1
27.427 sec,0.0152169762160309,-1
27.428 sec,0.0152800416514579,-1
27.429 sec,0.0152800416514579,-1
27.43 sec,0.0153115759335591,-1
27.431 sec,0.0153115759335591,-1
27.432 sec,0.0152800416514579,-1
27.433 sec,0.0152485084122124,-1
27.434 sec,0.0152485084122124,-1
27.435 sec,0.0152169762160309,-1
27.436 sec,0.0152485084122124,-1
27.437 sec,0.0152800416514579,-1
27.438 sec,0.0152800416514579,-1
27.439 sec,0.0152800416514579,-1
27.44 sec,0.0153115759335591,-1
27.441 sec,0.0153115759335591,-1
27.442 sec,0.0152800416514579,-1
27.443 sec,0.0153115759335591,-1
27.444 sec,0.0153115759335591,-1
27.445 sec,0.0152800416514579,-1
27.446 sec,0.0152485084122124,-1
27.447 sec,0.0152169762160309,-1
27.448 sec,0.0152169762160309,-1
27.449 sec,0.0152800416514579,-1
27.45 sec,0.0153115759335591,-1
27.451 sec,0.0153115759335591,-1
27.452 sec,0.0152800416514579,-1
27.453 sec,0.0152800416514579,-1
27.454 sec,0.0152485084122124,-1
27.455 sec,0.0152485084122124,-1
27.456 sec,0.0152485084122124,-1
27.457 sec,0.0152800416514579,-1
27.458 sec,0.0153115759335591,-1
27.459 sec,0.0153115759335591,-1
27.46 sec,0.0153115759335591,-1
27.461 sec,0.0153115759335591,-1
27.462 sec,0.0153115759335591,-1
27.463 sec,0.015343111258308,-1
27.464 sec,0.015343111258308,-1
27.465 sec,0.015343111258308,-1
27.466 sec,0.0153115759335591,-1
27.467 sec,0.0152800416514579,-1
27.468 sec,0.0152485084122124,-1
27.469 sec,0.0152800416514579,-1
27.47 sec,0.0152800416514579,-1
27.471 sec,0.0152800416514579,-1
27.472 sec,0.0153115759335591,-1
27.473 sec,0.0153115759335591,-1
27.474 sec,0.0153115759335591,-1
27.475 sec,0.0153115759335591,-1
27.476 sec,0.0153115759335591,-1
27.477 sec,0.0153115759335591,-1
27.478 sec,0.0152800416514579,-1
27.479 sec,0.0152485084122124,-1
27.48 sec,0.0152485084122124,-1
27.481 sec,0.0153115759335591,-1
27.482 sec,0.0152800416514579,-1
27.483 sec,0.0152800416514579,-1
27.484 sec,0.0152485084122124,-1
27.485 sec,0.0152485084122124,-1
27.486 sec,0.0152485084122124,-1
27.487 sec,0.0152485084122124,-1
27.488 sec,0.0152800416514579,-1
27.489 sec,0.0152485084122124,-1
27.49 sec,0.0152169762160309,-1
27.491 sec,0.0152485084122124,-1
27.492 sec,0.0152485084122124,-1
27.493 sec,0.0153115759335591,-1
27.494 sec,0.0152485084122124,-1
27.495 sec,0.0152485084122124,-1
27.496 sec,0.0152800416514579,-1
27.497 sec,0.0152800416514579,-1
27.498 sec,0.0153115759335591,-1
27.499 sec,0.0153115759335591,-1
27.5 sec,0.0153115759335591,-1
27.501 sec,0.0152800416514579,-1
27.502 sec,0.0152800416514579,-1
27.503 sec,0.0153115759335591,-1
27.504 sec,0.0153115759335591,-1
27.505 sec,0.0153115759335591,-1
27.506 sec,0.0152800416514579,-1
27.507 sec,0.0152485084122124,-1
27.508 sec,0.0152485084122124,-1
27.509 sec,0.0153115759335591,-1
27.51 sec,0.0153115759335591,-1
27.511 sec,0.0153115759335591,-1
27.512 sec,0.0153115759335591,-1
27.513 sec,0.0152485084122124,-1
27.514 sec,0.0152485084122124,-1
27.515 sec,0.0152485084122124,-1
27.516 sec,0.0153115759335591,-1
27.517 sec,0.0153115759335591,-1
27.518 sec,0.0153115759335591,-1
27.519 sec,0.0153115759335591,-1
27.52 sec,0.0152800416514579,-1
27.521 sec,0.0152485084122124,-1
27.522 sec,0.0152800416514579,-1
27.523 sec,0.0152800416514579,-1
27.524 sec,0.0152800416514579,-1
27.525 sec,0.0152800416514579,-1
27.526 sec,0.0152800416514579,-1
27.527 sec,0.0152485084122124,-1
27.528 sec,0.0152800416514579,-1
27.529 sec,0.0152800416514579,-1
27.53 sec,0.0153115759335591,-1
27.531 sec,0.0153115759335591,-1
27.532 sec,0.0153115759335591,-1
27.533 sec,0.0152800416514579,-1
27.534 sec,0.0152800416514579,-1
27.535 sec,0.0153115759335591,-1
27.536 sec,0.0153115759335591,-1
27.537 sec,0.0152800416514579,-1
27.538 sec,0.0152485084122124,-1
27.539 sec,0.0152485084122124,-1
27.54 sec,0.0152485084122124,-1
27.541 sec,0.0152800416514579,-1
27.542 sec,0.0153115759335591,-1
27.543 sec,0.0152800416514579,-1
27.544 sec,0.0152485084122124,-1
27.545 sec,0.0152485084122124,-1
27.546 sec,0.0152485084122124,-1
27.547 sec,0.0152485084122124,-1
27.548 sec,0.0152800416514579,-1
27.549 sec,0.0153115759335591,-1
27.55 sec,0.0152800416514579,-1
27.551 sec,0.0152800416514579,-1
27.552 sec,0.0152169762160309,-1
27.553 sec,0.0152169762160309,-1
27.554 sec,0.0152485084122124,-1
27.555 sec,0.0152800416514579,-1
27.556 sec,0.0152800416514579,-1
27.557 sec,0.0152485084122124,-1
27.558 sec,0.0152485084122124,-1
27.559 sec,0.0152800416514579,-1
27.56 sec,0.0152800416514579,-1
27.561 sec,0.0153115759335591,-1
27.562 sec,0.0153115759335591,-1
27.563 sec,0.0152800416514579,-1
27.564 sec,0.0152485084122124,-1
27.565 sec,0.0152169762160309,-1
27.566 sec,0.0152485084122124,-1
27.567 sec,0.0152800416514579,-1
27.568 sec,0.0152800416514579,-1
27.569 sec,0.0152800416514579,-1
27.57 sec,0.0152485084122124,-1
27.571 sec,0.0152169762160309,-1
27.572 sec,0.015153914953692,-1
27.573 sec,0.0152169762160309,-1
27.574 sec,0.0152485084122124,-1
27.575 sec,0.0152800416514579,-1
27.576 sec,0.0153115759335591,-1
27.577 sec,0.0153115759335591,-1
27.578 sec,0.0153115759335591,-1
27.579 sec,0.0152800416514579,-1
27.58 sec,0.0152800416514579,-1
27.581 sec,0.0152485084122124,-1
27.582 sec,0.0152485084122124,-1
27.583 sec,0.0152485084122124,-1
27.584 sec,0.0152800416514579,-1
27.585 sec,0.0153115759335591,-1
27.586 sec,0.0153115759335591,-1
27.587 sec,0.0152800416514579,-1
27.588 sec,0.0152800416514579,-1
27.589 sec,0.0153115759335591,-1
27.59 sec,0.0153115759335591,-1
27.591 sec,0.015343111258308,-1
27.592 sec,0.015343111258308,-1
27.593 sec,0.0152800416514579,-1
27.594 sec,0.0152485084122124,-1
27.595 sec,0.0152485084122124,-1
27.596 sec,0.0152485084122124,-1
27.597 sec,0.0152800416514579,-1
27.598 sec,0.0153115759335591,-1
27.599 sec,0.0153115759335591,-1
27.6 sec,0.0152800416514579,-1
27.601 sec,0.0152485084122124,-1
27.602 sec,0.0152169762160309,-1
27.603 sec,0.0152485084122124,-1
27.604 sec,0.0152800416514579,-1
27.605 sec,0.0153115759335591,-1
27.606 sec,0.0153115759335591,-1
27.607 sec,0.0152485084122124,-1
27.608 sec,0.0152485084122124,-1
27.609 sec,0.0152485084122124,-1
27.61 sec,0.0152800416514579,-1
27.611 sec,0.0153115759335591,-1
27.612 sec,0.0153115759335591,-1
27.613 sec,0.0153115759335591,-1
27.614 sec,0.0152800416514579,-1
27.615 sec,0.0152800416514579,-1
27.616 sec,0.0152800416514579,-1
27.617 sec,0.0153115759335591,-1
27.618 sec,0.0153115759335591,-1
27.619 sec,0.0153115759335591,-1
27.62 sec,0.0152800416514579,-1
27.621 sec,0.0153115759335591,-1
27.622 sec,0.0153115759335591,-1
27.623 sec,0.015343111258308,-1
27.624 sec,0.015343111258308,-1
27.625 sec,0.0153115759335591,-1
27.626 sec,0.0153115759335591,-1
27.627 sec,0.0153115759335591,-1
27.628 sec,0.0153115759335591,-1
27.629 sec,0.0153115759335591,-1
27.63 sec,0.0152800416514579,-1
27.631 sec,0.0152800416514579,-1
27.632 sec,0.0152800416514579,-1
27.633 sec,0.0152800416514579,-1
27.634 sec,0.0153115759335591,-1
27.635 sec,0.0152485084122124,-1
27.636 sec,0.0152800416514579,-1
27.637 sec,0.0152800416514579,-1
27.638 sec,0.0153115759335591,-1
27.639 sec,0.0152800416514579,-1
27.64 sec,0.0152800416514579,-1
27.641 sec,0.0152800416514579,-1
27.642 sec,0.0153115759335591,-1
27.643 sec,0.0153115759335591,-1
27.644 sec,0.0153115759335591,-1
27.645 sec,0.0153115759335591,-1
27.646 sec,0.0153115759335591,-1
27.647 sec,0.0152800416514579,-1
27.648 sec,0.0152800416514579,-1
27.649 sec,0.0152800416514579,-1
27.65 sec,0.0153115759335591,-1
27.651 sec,0.0152800416514579,-1
27.652 sec,0.0153115759335591,-1
27.653 sec,0.0152800416514579,-1
27.654 sec,0.0153115759335591,-1
27.655 sec,0.0152800416514579,-1
27.656 sec,0.0153115759335591,-1
27.657 sec,0.0152800416514579,-1
27.658 sec,0.0152800416514579,-1
27.659 sec,0.0152485084122124,-1
27.66 sec,0.0152800416514579,-1
27.661 sec,0.0153115759335591,-1
27.662 sec,0.015343111258308,-1
27.663 sec,0.015343111258308,-1
27.664 sec,0.0153115759335591,-1
27.665 sec,0.015343111258308,-1
27.666 sec,0.0153115759335591,-1
27.667 sec,0.015343111258308,-1
27.668 sec,0.0153115759335591,-1
27.669 sec,0.0152800416514579,-1
27.67 sec,0.0152800416514579,-1
27.671 sec,0.0152800416514579,-1
27.672 sec,0.0152800416514579,-1
27.673 sec,0.0152485084122124,-1
27.674 sec,0.0152169762160309,-1
27.675 sec,0.0152485084122124,-1
27.676 sec,0.0152800416514579,-1
27.677 sec,0.0152800416514579,-1
27.678 sec,0.0152800416514579,-1
27.679 sec,0.0153115759335591,-1
27.68 sec,0.0152800416514579,-1
27.681 sec,0.0152485084122124,-1
27.682 sec,0.0152485084122124,-1
27.683 sec,0.0152800416514579,-1
27.684 sec,0.0152485084122124,-1
27.685 sec,0.0152485084122124,-1
27.686 sec,0.0152485084122124,-1
27.687 sec,0.0152800416514579,-1
27.688 sec,0.0152485084122124,-1
27.689 sec,0.0152800416514579,-1
27.69 sec,0.0152800416514579,-1
27.691 sec,0.0153115759335591,-1
27.692 sec,0.0153115759335591,-1
27.693 sec,0.0152800416514579,-1
27.694 sec,0.0152800416514579,-1
27.695 sec,0.0152800416514579,-1
27.696 sec,0.0152800416514579,-1
27.697 sec,0.0152800416514579,-1
27.698 sec,0.0152800416514579,-1
27.699 sec,0.0152800416514579,-1
27.7 sec,0.0153115759335591,-1
27.701 sec,0.0153115759335591,-1
27.702 sec,0.015343111258308,-1
27.703 sec,0.0153115759335591,-1
27.704 sec,0.0152800416514579,-1
27.705 sec,0.0152485084122124,-1
27.706 sec,0.0152800416514579,-1
27.707 sec,0.0153115759335591,-1
27.708 sec,0.0153115759335591,-1
27.709 sec,0.0152800416514579,-1
27.71 sec,0.0152800416514579,-1
27.711 sec,0.0152485084122124,-1
27.712 sec,0.0152485084122124,-1
27.713 sec,0.0152169762160309,-1
27.714 sec,0.0152485084122124,-1
27.715 sec,0.0152485084122124,-1
27.716 sec,0.0152485084122124,-1
27.717 sec,0.0152485084122124,-1
27.718 sec,0.0152485084122124,-1
27.719 sec,0.0152169762160309,-1
27.72 sec,0.0152485084122124,-1
27.721 sec,0.0152800416514579,-1
27.722 sec,0.0152485084122124,-1
27.723 sec,0.0152169762160309,-1
27.724 sec,0.015153914953692,-1
27.725 sec,0.0152169762160309,-1
27.726 sec,0.0152485084122124,-1
27.727 sec,0.0152800416514579,-1
27.728 sec,0.015343111258308,-1
27.729 sec,0.015343111258308,-1
27.73 sec,0.015343111258308,-1
27.731 sec,0.0153115759335591,-1
27.732 sec,0.0152800416514579,-1
27.733 sec,0.0152485084122124,-1
27.734 sec,0.0152485084122124,-1
27.735 sec,0.0152169762160309,-1
27.736 sec,0.0152485084122124,-1
27.737 sec,0.0153115759335591,-1
27.738 sec,0.0152800416514579,-1
27.739 sec,0.0153115759335591,-1
27.74 sec,0.0153115759335591,-1
27.741 sec,0.0153115759335591,-1
27.742 sec,0.0153115759335591,-1
27.743 sec,0.0152485084122124,-1
27.744 sec,0.0152485084122124,-1
27.745 sec,0.0152800416514579,-1
27.746 sec,0.0153115759335591,-1
27.747 sec,0.015343111258308,-1
27.748 sec,0.015343111258308,-1
27.749 sec,0.0153115759335591,-1
27.75 sec,0.0152800416514579,-1
27.751 sec,0.0152800416514579,-1
27.752 sec,0.0153115759335591,-1
27.753 sec,0.015343111258308,-1
27.754 sec,0.0153115759335591,-1
27.755 sec,0.0152800416514579,-1
27.756 sec,0.0152485084122124,-1
27.757 sec,0.0152485084122124,-1
27.758 sec,0.0152485084122124,-1
27.759 sec,0.0152800416514579,-1
27.76 sec,0.0153115759335591,-1
27.761 sec,0.015343111258308,-1
27.762 sec,0.0153115759335591,-1
27.763 sec,0.0153115759335591,-1
27.764 sec,0.0153115759335591,-1
27.765 sec,0.0152800416514579,-1
27.766 sec,0.0152485084122124,-1
27.767 sec,0.0152485084122124,-1
27.768 sec,0.0152485084122124,-1
27.769 sec,0.0152800416514579,-1
27.77 sec,0.0152800416514579,-1
27.771 sec,0.0152485084122124,-1
27.772 sec,0.0153115759335591,-1
27.773 sec,0.0152800416514579,-1
27.774 sec,0.0152485084122124,-1
27.775 sec,0.015153914953692,-1
27.776 sec,0.0152169762160309,-1
27.777 sec,0.0152800416514579,-1
27.778 sec,0.0153115759335591,-1
27.779 sec,0.0153115759335591,-1
27.78 sec,0.015343111258308,-1
27.781 sec,0.015343111258308,-1
27.782 sec,0.0153115759335591,-1
27.783 sec,0.0152800416514579,-1
27.784 sec,0.0152485084122124,-1
27.785 sec,0.0152169762160309,-1
27.786 sec,0.0152169762160309,-1
27.787 sec,0.0152485084122124,-1
27.788 sec,0.0153115759335591,-1
27.789 sec,0.0152485084122124,-1
27.79 sec,0.0152169762160309,-1
27.791 sec,0.0152169762160309,-1
27.792 sec,0.0152485084122124,-1
27.793 sec,0.0153115759335591,-1
27.794 sec,0.0152800416514579,-1
27.795 sec,0.0152800416514579,-1
27.796 sec,0.0152800416514579,-1
27.797 sec,0.0152800416514579,-1
27.798 sec,0.0152800416514579,-1
27.799 sec,0.0152800416514579,-1
27.8 sec,0.0152800416514579,-1
27.801 sec,0.0152800416514579,-1
27.802 sec,0.0152800416514579,-1
27.803 sec,0.0152485084122124,-1
27.804 sec,0.0152169762160309,-1
27.805 sec,0.0152485084122124,-1
27.806 sec,0.0152485084122124,-1
27.807 sec,0.0152800416514579,-1
27.808 sec,0.0152485084122124,-1
27.809 sec,0.0152800416514579,-1
27.81 sec,0.0152800416514579,-1
27.811 sec,0.0152800416514579,-1
27.812 sec,0.0152800416514579,-1
27.813 sec,0.0152485084122124,-1
27.814 sec,0.0152800416514579,-1
27.815 sec,0.0152800416514579,-1
27.816 sec,0.0152485084122124,-1
27.817 sec,0.0152485084122124,-1
27.818 sec,0.0152169762160309,-1
27.819 sec,0.0152485084122124,-1
27.82 sec,0.0152169762160309,-1
27.821 sec,0.0152485084122124,-1
27.822 sec,0.0152800416514579,-1
27.823 sec,0.0153115759335591,-1
27.824 sec,0.0153115759335591,-1
27.825 sec,0.0153115759335591,-1
27.826 sec,0.0153115759335591,-1
27.827 sec,0.0153115759335591,-1
27.828 sec,0.0153115759335591,-1
27.829 sec,0.0152800416514579,-1
27.83 sec,0.0152800416514579,-1
27.831 sec,0.0152485084122124,-1
27.832 sec,0.0152485084122124,-1
27.833 sec,0.0152485084122124,-1
27.834 sec,0.0152800416514579,-1
27.835 sec,0.0152800416514579,-1
27.836 sec,0.0152485084122124,-1
27.837 sec,0.0152485084122124,-1
27.838 sec,0.0152800416514579,-1
27.839 sec,0.0152800416514579,-1
27.84 sec,0.0152800416514579,-1
27.841 sec,0.0152800416514579,-1
27.842 sec,0.0153115759335591,-1
27.843 sec,0.0152800416514579,-1
27.844 sec,0.0152800416514579,-1
27.845 sec,0.0153115759335591,-1
27.846 sec,0.0152800416514579,-1
27.847 sec,0.0152800416514579,-1
27.848 sec,0.0152800416514579,-1
27.849 sec,0.0152800416514579,-1
27.85 sec,0.0153115759335591,-1
27.851 sec,0.0152800416514579,-1
27.852 sec,0.0152800416514579,-1
27.853 sec,0.0152485084122124,-1
27.854 sec,0.0152485084122124,-1
27.855 sec,0.0152169762160309,-1
27.856 sec,0.0152485084122124,-1
27.857 sec,0.0152800416514579,-1
27.858 sec,0.0152800416514579,-1
27.859 sec,0.0152800416514579,-1
27.86 sec,0.0152800416514579,-1
27.861 sec,0.0152485084122124,-1
27.862 sec,0.0152485084122124,-1
27.863 sec,0.0152800416514579,-1
27.864 sec,0.0152800416514579,-1
27.865 sec,0.0153115759335591,-1
27.866 sec,0.0152800416514579,-1
27.867 sec,0.0152800416514579,-1
27.868 sec,0.0152485084122124,-1
27.869 sec,0.0152485084122124,-1
27.87 sec,0.0152485084122124,-1
27.871 sec,0.0152800416514579,-1
27.872 sec,0.0153115759335591,-1
27.873 sec,0.015343111258308,-1
27.874 sec,0.0153115759335591,-1
27.875 sec,0.0152800416514579,-1
27.876 sec,0.0152800416514579,-1
27.877 sec,0.015343111258308,-1
27.878 sec,0.0153115759335591,-1
27.879 sec,0.0153115759335591,-1
27.88 sec,0.0153115759335591,-1
27.881 sec,0.0152800416514579,-1
27.882 sec,0.0152485084122124,-1
27.883 sec,0.0152485084122124,-1
27.884 sec,0.0152485084122124,-1
27.885 sec,0.0152800416514579,-1
27.886 sec,0.0152800416514579,-1
27.887 sec,0.0152485084122124,-1
27.888 sec,0.0152800416514579,-1
27.889 sec,0.0153115759335591,-1
27.89 sec,0.015343111258308,-1
27.891 sec,0.0153115759335591,-1
27.892 sec,0.0153115759335591,-1
27.893 sec,0.0152800416514579,-1
27.894 sec,0.0152800416514579,-1
27.895 sec,0.0153115759335591,-1
27.896 sec,0.0153115759335591,-1
27.897 sec,0.0153115759335591,-1
27.898 sec,0.0153115759335591,-1
27.899 sec,0.0153115759335591,-1
27.9 sec,0.0152485084122124,-1
27.901 sec,0.0152485084122124,-1
27.902 sec,0.0152485084122124,-1
27.903 sec,0.0152485084122124,-1
27.904 sec,0.0152485084122124,-1
27.905 sec,0.0152485084122124,-1
27.906 sec,0.0152485084122124,-1
27.907 sec,0.0152485084122124,-1
27.908 sec,0.0152800416514579,-1
27.909 sec,0.0152800416514579,-1
27.91 sec,0.0153115759335591,-1
27.911 sec,0.0153115759335591,-1
27.912 sec,0.0153115759335591,-1
27.913 sec,0.015343111258308,-1
27.914 sec,0.0153115759335591,-1
27.915 sec,0.0153115759335591,-1
27.916 sec,0.0152485084122124,-1
27.917 sec,0.0152485084122124,-1
27.918 sec,0.0152485084122124,-1
27.919 sec,0.0152800416514579,-1
27.92 sec,0.0153115759335591,-1
27.921 sec,0.015343111258308,-1
27.922 sec,0.015343111258308,-1
27.923 sec,0.0152800416514579,-1
27.924 sec,0.0152485084122124,-1
27.925 sec,0.0152800416514579,-1
27.926 sec,0.0152485084122124,-1
27.927 sec,0.0152485084122124,-1
27.928 sec,0.0152169762160309,-1
27.929 sec,0.0152169762160309,-1
27.93 sec,0.0152485084122124,-1
27.931 sec,0.0152485084122124,-1
27.932 sec,0.0152800416514579,-1
27.933 sec,0.015343111258308,-1
27.934 sec,0.0153115759335591,-1
27.935 sec,0.0153115759335591,-1
27.936 sec,0.0153115759335591,-1
27.937 sec,0.0153115759335591,-1
27.938 sec,0.0153115759335591,-1
27.939 sec,0.0153115759335591,-1
27.94 sec,0.0153115759335591,-1
27.941 sec,0.0152800416514579,-1
27.942 sec,0.0152485084122124,-1
27.943 sec,0.0152169762160309,-1
27.944 sec,0.0152485084122124,-1
27.945 sec,0.0152800416514579,-1
27.946 sec,0.0153115759335591,-1
27.947 sec,0.0153115759335591,-1
27.948 sec,0.0152800416514579,-1
27.949 sec,0.0153115759335591,-1
27.95 sec,0.0152800416514579,-1
27.951 sec,0.0152485084122124,-1
27.952 sec,0.0152485084122124,-1
27.953 sec,0.0152485084122124,-1
27.954 sec,0.0152800416514579,-1
27.955 sec,0.0152800416514579,-1
27.956 sec,0.0152485084122124,-1
27.957 sec,0.0152800416514579,-1
27.958 sec,0.0152800416514579,-1
27.959 sec,0.0152800416514579,-1
27.96 sec,0.0152800416514579,-1
27.961 sec,0.0152485084122124,-1
27.962 sec,0.0152485084122124,-1
27.963 sec,0.0152800416514579,-1
27.964 sec,0.0152800416514579,-1
27.965 sec,0.0152800416514579,-1
27.966 sec,0.0152800416514579,-1
27.967 sec,0.0152800416514579,-1
27.968 sec,0.0152800416514579,-1
27.969 sec,0.0153115759335591,-1
27.97 sec,0.0152800416514579,-1
27.971 sec,0.0153115759335591,-1
27.972 sec,0.0153115759335591,-1
27.973 sec,0.0152800416514579,-1
27.974 sec,0.0153115759335591,-1
27.975 sec,0.0153115759335591,-1
27.976 sec,0.0153115759335591,-1
27.977 sec,0.015343111258308,-1
27.978 sec,0.015343111258308,-1
27.979 sec,0.015343111258308,-1
27.98 sec,0.0152800416514579,-1
27.981 sec,0.0152800416514579,-1
27.982 sec,0.0152485084122124,-1
27.983 sec,0.0152800416514579,-1
27.984 sec,0.0152800416514579,-1
27.985 sec,0.0152485084122124,-1
27.986 sec,0.0152485084122124,-1
27.987 sec,0.0152485084122124,-1
27.988 sec,0.0152485084122124,-1
27.989 sec,0.0153115759335591,-1
27.99 sec,0.0152800416514579,-1
27.991 sec,0.0152485084122124,-1
27.992 sec,0.0152485084122124,-1
27.993 sec,0.0152485084122124,-1
27.994 sec,0.0152800416514579,-1
27.995 sec,0.015343111258308,-1
27.996 sec,0.0152800416514579,-1
27.997 sec,0.0152800416514579,-1
27.998 sec,0.0152485084122124,-1
27.999 sec,0.0152485084122124,-1
28 sec,0.0152800416514579,-1
28.001 sec,0.0153115759335591,-1
28.002 sec,0.0152800416514579,-1
28.003 sec,0.0152485084122124,-1
28.004 sec,0.0152169762160309,-1
28.005 sec,0.0152169762160309,-1
28.006 sec,0.0152485084122124,-1
28.007 sec,0.0152485084122124,-1
28.008 sec,0.0152800416514579,-1
28.009 sec,0.0152800416514579,-1
28.01 sec,0.0152485084122124,-1
28.011 sec,0.0152800416514579,-1
28.012 sec,0.0152485084122124,-1
28.013 sec,0.0152485084122124,-1
28.014 sec,0.0152169762160309,-1
28.015 sec,0.0152169762160309,-1
28.016 sec,0.0152169762160309,-1
28.017 sec,0.0152800416514579,-1
28.018 sec,0.0152800416514579,-1
28.019 sec,0.0152800416514579,-1
28.02 sec,0.0152800416514579,-1
28.021 sec,0.0153115759335591,-1
28.022 sec,0.0152800416514579,-1
28.023 sec,0.0152800416514579,-1
28.024 sec,0.0152800416514579,-1
28.025 sec,0.0152485084122124,-1
28.026 sec,0.0152485084122124,-1
28.027 sec,0.0152485084122124,-1
28.028 sec,0.0152485084122124,-1
28.029 sec,0.0152485084122124,-1
28.03 sec,0.0152485084122124,-1
28.031 sec,0.0152800416514579,-1
28.032 sec,0.0152485084122124,-1
28.033 sec,0.0152169762160309,-1
28.034 sec,0.0152485084122124,-1
28.035 sec,0.0152800416514579,-1
28.036 sec,0.0153115759335591,-1
28.037 sec,0.0152800416514579,-1
28.038 sec,0.0152485084122124,-1
28.039 sec,0.0152800416514579,-1
28.04 sec,0.0153115759335591,-1
28.041 sec,0.015343111258308,-1
28.042 sec,0.0153115759335591,-1
28.043 sec,0.0153115759335591,-1
28.044 sec,0.0153115759335591,-1
28.045 sec,0.0153115759335591,-1
